1
844,552
0,0
11,325
606,451
1
0
circle,177,422,19.816072
circle,170,288,16.070791
circle,147,250,20
circle,415,324,9.6058999
circle,607,191,13.41589
circle,467,158,14.283818
circle,812,164,17.7942
circle,469,256,12.149026
circle,710.2,466.2,12.054878
circle,378,70,14.092869
circle,488,84,11.63003
circle,31,513,14.649582
circle,292,52,11.241839
circle,73,122,11.344309
circle,660.6,409.8,8.138953
circle,394,344,6.0805144
circle,415,343,7.8422586
circle,437,146,9.7819707
circle,110,447,8.3902974
circle,147,313,9.6440745
circle,606,287,8.9615423
circle,708,117,12.659075
circle,395,467,13.787416
circle,599,215,9.8226796
circle,403,298,9.7803088
circle,163.66667,132.5,7.2893748
circle,147,201,16.732361
circle,222,177,6.5687467
circle,533.91821,306.33706,10.071602
circle,564.66667,470.75,7.8851975
circle,600.08333,478.38889,6.979576
circle,548,483.94444,5.5940806
circle,578.55556,447.83333,4.57004
circle,354.94444,400.61111,7.4225322
circle,140.36111,388.11111,8.0111991
circle,118.13889,417.27778,8.1228428
circle,322.30556,300.61111,6.9177091
circle,289.66667,211.02778,6.6152268
circle,325.77778,88.111111,8.8716769
circle,550.77778,437.41667,7.2060688
circle,514.43519,366.46759,5.9298371
circle,152.16667,370.05556,6.9679957
circle,230.63889,304.77778,7.9515129
circle,643.13889,204.08333,6.000323
circle,706.33333,190.88889,5.9201405
circle,441.48637,260.52302,10.620022
circle,586.96605,384.30131,8.7922592
circle,258.63207,254.09298,5.1165375
circle,253.00579,323.6178,4.9820365
circle,709.34694,267.33812,67.611848
circle,621.68827,232.15046,6.0237925
circle,682.45216,367.66358,6.0184995
circle,755.84336,391.77623,6.1891456
circle,491.05556,471.44444,9.1201795
circle,492.16667,491.16667,0
circle,493,490.33333,9.8093107
circle,508,474.5,9.414286
circle,679.66667,493.66667,6.8243513
circle,718,87,11.159474
circle,785.5,271.16667,8.480781
circle,127.16667,132,7.7794191
circle,224.66667,109.5,8.8397527
circle,228,496.16667,8.295786
circle,246.33333,497.83333,8.364849
circle,243,483.66667,8.0219964
circle,339.66667,312.83333,4.2396422
circle,488,362.83333,4.7081749
circle,563,393.66667,10.255255
circle,315.5,363.66667,4.0152144
circle,362.16667,367,6.3426021
circle,484.66667,250.33333,0
circle,484.66667,250.33333,5.4525401
circle,448,298.66667,5.1293109
circle,370.5,317,6.4960917
circle,301.33333,217,6.2353258
circle,691.33333,362.83333,3.9319211
circle,778,213.66667,6.9120245
circle,539.66667,215.33333,8.4671656
circle,672.16667,510.33333,7.1044785
circle,699.66667,511.16667,6.5520497
circle,706.33333,518.66667,5.8033101
circle,729.66667,515.33333,5.7668037
circle,730.5,526.16667,0
circle,730.5,525.33333,7.4752787
circle,770.5,438.66667,4.2344523
circle,534.66667,83.666667,6.8847482
circle,663,94.5,8.195009
circle,632.16667,21.166667,5.3215003
circle,796.33333,135.33333,8.1301865
circle,808,127.83333,4.9486002
circle,402.16667,395.33333,5.2916434
circle,313,491.16667,7.1196606
circle,324.66667,530.33333,7.0645796
circle,581.33333,537,5.8386103
circle,515.5,532.83333,5.5173885
circle,560.5,497.83333,3.5427044
circle,314.66667,137,4.5397866
circle,518.83333,233.66667,3.3431315
circle,573.83333,264.5,4.4297531
circle,78,303.66667,6.3176257
circle,128.83333,178.66667,8.7917983
